_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
261729,,4.0,13.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154612.0,63.0,,20  WILMINGTON AVE ,,,6,,1965.0,2017.0
261730,3.0,3.0,10.0,,3.0,3.0,11/07/2019,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,3.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154617.0,73.0,5.0,81  GARTHDALE CRT ,3.0,3.0,6,4.0,1959.0,2017.0
261731,4.0,9.0,99.0,4.0,3.0,4.0,01/09/2018,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,19,4.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4154970.0,71.0,4.0,130  VAUGHAN RD ,3.0,,12,3.0,1977.0,2017.0
261732,,4.0,29.0,,4.0,3.0,12/09/2020,3.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,3.0,14,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154974.0,77.0,5.0,175  VAUGHAN RD ,3.0,,12,4.0,1929.0,2017.0
261733,,3.0,46.0,,4.0,4.0,11/28/2019,3.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154979.0,71.0,4.0,205  VAUGHAN RD ,4.0,,12,3.0,1930.0,2017.0
261734,,6.0,31.0,3.0,4.0,4.0,11/06/2020,4.0,4.0,4.0,5.0,,5.0,4.0,3.0,4.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154982.0,79.0,5.0,214  VAUGHAN RD ,3.0,4.0,12,4.0,1955.0,2017.0
261735,,4.0,22.0,,4.0,4.0,11/27/2019,4.0,4.0,3.0,4.0,,2.0,3.0,4.0,3.0,,14,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154984.0,69.0,3.0,180  VAUGHAN RD ,3.0,,12,3.0,1955.0,2017.0
261736,,4.0,34.0,,3.0,4.0,11/27/2019,3.0,3.0,3.0,3.0,,5.0,4.0,4.0,3.0,3.0,16,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154991.0,68.0,4.0,1600  BATHURST ST ,4.0,3.0,12,3.0,1939.0,2017.0
261737,,3.0,52.0,,4.0,4.0,11/27/2019,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154998.0,75.0,4.0,1660  BATHURST ST ,4.0,3.0,12,3.0,1941.0,2017.0
261738,,4.0,30.0,,4.0,4.0,11/18/2020,4.0,4.0,4.0,3.0,,5.0,3.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155509.0,76.0,5.0,2704  LAKE SHORE BLVD W,3.0,3.0,3,4.0,1960.0,2017.0
261739,3.0,3.0,10.0,,4.0,4.0,11/05/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155521.0,79.0,5.0,115  EIGHTH ST ,4.0,,3,4.0,1960.0,2019.0
261740,,3.0,23.0,,4.0,2.0,11/26/2020,3.0,4.0,4.0,3.0,,5.0,3.0,3.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155527.0,72.0,5.0,66  FIFTEENTH ST ,4.0,,3,4.0,1957.0,2017.0
261741,4.0,14.0,178.0,4.0,4.0,4.0,11/02/2020,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,19,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4155531.0,80.0,5.0,250  TWELFTH ST ,3.0,,3,4.0,1993.0,2017.0
261742,4.0,22.0,271.0,4.0,4.0,4.0,10/28/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155918.0,80.0,4.0,2085-2101  ISLINGTON AVE ,4.0,3.0,1,4.0,1970.0,2017.0
261743,,3.0,15.0,,3.0,3.0,10/26/2020,3.0,3.0,3.0,5.0,,3.0,3.0,3.0,3.0,,13,,,PRIVATE,Evaluation needs to be conducted in 1 year,4817599.0,63.0,3.0,595  ST CLAIR AVE W,3.0,,12,3.0,1900.0,2020.0
261744,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4888795.0,,,1000  O'CONNOR DR ,,,19,,,
261745,,0.0,0.0,,,,,,,,,,,,,,,0,,,TCHC,,4813513.0,,,50  REGENT PARK BLVD ,,,13,,,
261746,,3.0,21.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4653431.0,,,2178  QUEEN ST E,,,19,,1965.0,2019.0
261747,,3.0,12.0,,2.0,2.0,07/05/2019,3.0,3.0,2.0,2.0,,4.0,2.0,2.0,3.0,,14,,,PRIVATE,Building Audit,4604174.0,49.0,2.0,160  FLOYD AVE ,2.0,2.0,14,3.0,,
261748,,3.0,13.0,,4.0,3.0,11/23/2020,4.0,4.0,4.0,3.0,,5.0,3.0,3.0,3.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4506245.0,73.0,5.0,9  BIRCHLEA AVE ,3.0,,3,4.0,1955.0,
261749,,3.0,13.0,,4.0,3.0,12/12/2019,3.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,,13,,,PRIVATE,Evaluation needs to be conducted in 2 years,4495076.0,66.0,4.0,7  BIRCHLEA AVE ,3.0,,3,3.0,1955.0,
261750,,3.0,24.0,,3.0,3.0,12/16/2020,3.0,3.0,4.0,4.0,,5.0,5.0,3.0,3.0,,13,,,PRIVATE,Evaluation needs to be conducted in 2 years,4415833.0,72.0,5.0,120  MAITLAND ST ,3.0,,13,3.0,1928.0,2019.0
261751,,4.0,59.0,,,,10/16/2020,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4286226.0,53.0,,55  BROADWAY AVE ,,,12,,1956.0,2017.0
261752,,3.0,40.0,5.0,4.0,4.0,11/04/2020,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,4.0,17,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4275806.0,84.0,5.0,2  WYCOMBE RD ,3.0,3.0,6,4.0,1960.0,2017.0
261753,,3.0,40.0,5.0,4.0,4.0,10/13/2020,3.0,5.0,4.0,5.0,,4.0,5.0,4.0,4.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4275811.0,81.0,5.0,10  WYCOMBE RD ,4.0,3.0,6,3.0,1960.0,2017.0
261754,4.0,7.0,95.0,5.0,5.0,5.0,10/30/2020,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,18,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4232788.0,98.0,5.0,106  PARKWAY FOREST DR ,5.0,,17,5.0,2015.0,2017.0
261755,3.0,18.0,287.0,5.0,5.0,5.0,11/18/2019,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4232789.0,92.0,5.0,125  PARKWAY FOREST DR ,5.0,5.0,17,3.0,1970.0,2017.0
261756,4.0,30.0,300.0,4.0,4.0,3.0,03/08/2018,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4333368.0,71.0,3.0,545  SHERBOURNE ST ,4.0,,13,4.0,1977.0,2018.0
261757,4.0,30.0,292.0,4.0,4.0,4.0,03/08/2018,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4333382.0,73.0,4.0,555  SHERBOURNE ST ,3.0,,13,4.0,1978.0,2018.0
261758,4.0,14.0,157.0,4.0,5.0,5.0,11/26/2019,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4242011.0,81.0,5.0,131  BLOOR ST W,4.0,3.0,11,4.0,1963.0,2017.0
261759,3.0,10.0,112.0,3.0,4.0,3.0,10/28/2019,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4303769.0,69.0,3.0,63  CALLOWHILL DR ,3.0,3.0,2,4.0,1968.0,2018.0
261760,,8.0,128.0,4.0,4.0,4.0,01/03/2018,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,18,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4286254.0,80.0,3.0,585  KING ST E,4.0,,13,4.0,2014.0,2017.0
261761,,3.0,30.0,3.0,3.0,4.0,01/17/2018,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,17,4.0,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4286300.0,68.0,3.0,270  MILAN ST ,4.0,,13,3.0,2005.0,2018.0
261762,3.0,19.0,371.0,5.0,3.0,3.0,11/04/2019,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,18,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4270721.0,66.0,4.0,105  WEST LODGE AVE ,3.0,,4,3.0,1965.0,2018.0
261763,3.0,3.0,11.0,,5.0,4.0,12/16/2020,4.0,4.0,2.0,5.0,,5.0,4.0,4.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4285160.0,76.0,3.0,3  WINGREEN CRT ,4.0,3.0,16,4.0,1950.0,2018.0
261764,,3.0,17.0,,5.0,4.0,12/10/2020,3.0,5.0,4.0,5.0,,5.0,5.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4287729.0,87.0,5.0,470  SUMMERHILL AVE ,4.0,,11,4.0,1952.0,2018.0
261765,5.0,6.0,24.0,4.0,5.0,3.0,11/26/2019,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4268877.0,78.0,5.0,83  GILDER DR ,4.0,,21,4.0,,
261766,5.0,10.0,177.0,5.0,5.0,5.0,12/02/2019,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,19,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4264094.0,100.0,5.0,132  BERKELEY ST ,5.0,5.0,13,5.0,2013.0,2017.0
261767,4.0,5.0,71.0,4.0,4.0,4.0,11/05/2019,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4264301.0,85.0,4.0,60  NORTH HILLS TER ,4.0,4.0,16,4.0,1961.0,2017.0
261768,5.0,20.0,357.0,4.0,4.0,5.0,10/29/2019,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,20,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4250615.0,91.0,5.0,66  BROADWAY AVE ,4.0,5.0,15,5.0,1965.0,2017.0
261769,4.0,3.0,12.0,,4.0,4.0,11/29/2019,3.0,4.0,3.0,4.0,,5.0,4.0,3.0,4.0,3.0,17,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4232583.0,75.0,4.0,51  GENERATION BLVD ,4.0,,25,4.0,1975.0,2017.0
261770,,4.0,27.0,,3.0,4.0,03/14/2018,3.0,3.0,4.0,3.0,,5.0,3.0,3.0,3.0,,14,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4332678.0,69.0,4.0,36  MAITLAND ST ,4.0,,13,3.0,1920.0,
261771,4.0,11.0,124.0,5.0,5.0,5.0,11/26/2019,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4264915.0,87.0,5.0,103  AVENUE RD ,4.0,4.0,11,4.0,1959.0,2017.0
261772,5.0,4.0,27.0,,4.0,4.0,12/03/2020,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4255506.0,81.0,5.0,1  NEWHOLM RD ,4.0,4.0,3,4.0,1957.0,2017.0
261773,,4.0,13.0,,4.0,4.0,12/02/2020,4.0,4.0,5.0,3.0,,5.0,5.0,4.0,2.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4281915.0,80.0,4.0,6  BEXHILL CRT ,4.0,4.0,2,4.0,1952.0,2017.0
261774,,3.0,17.0,,2.0,3.0,12/15/2020,3.0,3.0,3.0,2.0,,5.0,3.0,2.0,3.0,2.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4326877.0,57.0,3.0,828  SHAW ST ,3.0,,11,3.0,1927.0,2018.0
261775,,5.0,16.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4287030.0,60.0,,193  DOWLING AVE ,,,4,,1917.0,2018.0
261776,4.0,17.0,234.0,4.0,3.0,3.0,11/03/2020,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4243431.0,66.0,3.0,2801  JANE ST ,3.0,,7,4.0,1968.0,2017.0
261777,4.0,16.0,216.0,4.0,4.0,4.0,01/02/2018,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,,18,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4257261.0,72.0,4.0,20  CARLTON ST ,2.0,,13,4.0,1979.0,2017.0
261778,,4.0,16.0,,4.0,4.0,11/26/2019,4.0,3.0,4.0,4.0,,5.0,3.0,4.0,3.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4233328.0,77.0,5.0,8  ST THOMAS ST ,3.0,,11,4.0,1926.0,2017.0
261779,,3.0,30.0,,4.0,4.0,12/22/2020,3.0,4.0,3.0,4.0,,5.0,3.0,4.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4288751.0,71.0,4.0,1383  BATHURST ST ,3.0,,12,3.0,1918.0,
261780,4.0,21.0,117.0,5.0,5.0,4.0,10/27/2020,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,20,5.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4168793.0,87.0,5.0,25  CANYON AVE ,4.0,5.0,6,4.0,1962.0,2017.0
261781,,3.0,18.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4168808.0,61.0,,23  JANE ST ,,,4,,1955.0,2017.0
261782,4.0,3.0,15.0,,3.0,3.0,12/11/2020,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4169241.0,77.0,5.0,42  VAUGHAN RD ,4.0,,12,4.0,1928.0,2017.0
261783,,3.0,22.0,,3.0,3.0,12/08/2020,3.0,3.0,3.0,4.0,,5.0,3.0,3.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4171348.0,67.0,4.0,3488  YONGE ST ,3.0,,8,3.0,1937.0,
261784,5.0,27.0,491.0,5.0,3.0,5.0,10/29/2019,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,20,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4171461.0,83.0,5.0,88  ERSKINE AVE ,3.0,5.0,15,3.0,1970.0,2017.0
261785,,19.0,289.0,4.0,4.0,4.0,11/25/2019,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,18,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4166900.0,83.0,4.0,390  QUEENS QUAY  W,4.0,3.0,10,5.0,1987.0,2017.0
261786,,7.0,25.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4167455.0,80.0,,146  FORT YORK BLVD ,,,10,,2000.0,2017.0
261787,2.0,3.0,48.0,,3.0,3.0,10/28/2020,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,4.0,4.0,16,,3.0,TCHC,Evaluation needs to be conducted in 1 year,4167685.0,65.0,4.0,295  SACKVILLE ST ,3.0,,13,3.0,1948.0,2017.0
261788,,3.0,11.0,,4.0,3.0,11/17/2020,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4167688.0,75.0,3.0,29  GLEN EVEREST RD ,3.0,4.0,20,4.0,1971.0,2017.0
261789,4.0,6.0,79.0,4.0,4.0,4.0,11/12/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152690.0,80.0,4.0,709  KENNEDY RD ,4.0,,20,4.0,1958.0,2017.0
261790,5.0,9.0,110.0,4.0,5.0,5.0,11/25/2019,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,20,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152692.0,86.0,5.0,1  ROSEMOUNT DR ,3.0,4.0,21,4.0,1972.0,2017.0
261791,5.0,6.0,70.0,5.0,4.0,5.0,11/25/2019,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152702.0,89.0,5.0,1255  BIRCHMOUNT RD ,5.0,,21,4.0,1960.0,2017.0
261792,4.0,6.0,50.0,4.0,4.0,4.0,12/17/2020,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152708.0,81.0,5.0,831  KENNEDY RD ,4.0,4.0,21,4.0,1954.0,2017.0
261793,4.0,5.0,34.0,5.0,4.0,5.0,11/25/2019,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,5.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152710.0,87.0,5.0,859  KENNEDY RD ,4.0,,21,4.0,1957.0,2017.0
261794,,6.0,106.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 3 years,4153124.0,83.0,,679  QUEENS QUAY  W,,,10,,1988.0,2017.0
261795,4.0,3.0,50.0,4.0,4.0,4.0,11/15/2020,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,18,4.0,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153142.0,79.0,5.0,800  ADELAIDE ST W,4.0,,10,4.0,1987.0,2017.0
261796,4.0,24.0,381.0,4.0,4.0,4.0,12/03/2019,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153598.0,79.0,5.0,77  HOWARD ST ,4.0,,13,4.0,1969.0,2017.0
261797,,4.0,32.0,,4.0,4.0,12/04/2019,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153616.0,77.0,4.0,849  BROADVIEW AVE ,4.0,,14,3.0,1940.0,2017.0
261798,4.0,3.0,17.0,,4.0,3.0,12/04/2019,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,17,4.0,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153621.0,79.0,5.0,137  SEARS ST ,3.0,,14,4.0,1995.0,2017.0
261799,4.0,11.0,88.0,5.0,4.0,5.0,12/19/2018,4.0,4.0,5.0,4.0,,5.0,5.0,4.0,5.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154118.0,86.0,5.0,80  GOWAN AVE ,4.0,3.0,14,4.0,1968.0,2017.0
261800,4.0,17.0,121.0,4.0,5.0,5.0,12/09/2019,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,20,5.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154119.0,84.0,5.0,100  GOWAN AVE ,4.0,4.0,14,4.0,1966.0,2017.0
261801,5.0,6.0,77.0,4.0,4.0,5.0,10/31/2019,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,19,,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154144.0,79.0,5.0,23  THORNCLIFFE PARK DR ,3.0,5.0,15,4.0,1975.0,2017.0
261802,4.0,6.0,179.0,3.0,3.0,3.0,10/28/2020,4.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154645.0,66.0,5.0,521-523  FINCH AVE W,4.0,2.0,6,2.0,1960.0,2017.0
261803,4.0,10.0,81.0,4.0,4.0,4.0,11/07/2019,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154648.0,79.0,5.0,4866  BATHURST ST ,3.0,,6,4.0,1963.0,2017.0
261804,4.0,4.0,70.0,4.0,4.0,4.0,10/27/2020,3.0,4.0,3.0,4.0,,5.0,4.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154651.0,78.0,5.0,4  MASCOT PL ,4.0,3.0,6,4.0,1962.0,2017.0
261805,4.0,4.0,22.0,,4.0,4.0,12/08/2020,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154658.0,81.0,4.0,3253  BATHURST ST ,4.0,4.0,8,4.0,1955.0,2017.0
261806,3.0,7.0,47.0,3.0,4.0,5.0,12/07/2020,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154661.0,78.0,4.0,595  BROOKDALE AVE ,4.0,4.0,8,4.0,1970.0,2017.0
261807,4.0,7.0,97.0,4.0,3.0,4.0,11/12/2020,3.0,4.0,3.0,4.0,,5.0,4.0,3.0,3.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155022.0,76.0,5.0,481  VAUGHAN RD ,4.0,,12,4.0,1957.0,2017.0
261808,5.0,9.0,68.0,5.0,4.0,5.0,02/21/2019,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155028.0,89.0,5.0,620  NORTHCLIFFE BLVD ,4.0,4.0,12,4.0,1968.0,2017.0
261809,,3.0,13.0,,4.0,4.0,11/23/2020,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,5.0,3.0,16,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155542.0,84.0,5.0,44  ARCADIAN CRCL ,4.0,3.0,3,4.0,1957.0,2017.0
261810,,3.0,14.0,,4.0,3.0,11/23/2020,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155544.0,81.0,5.0,13  BIRCHLEA AVE ,4.0,,3,4.0,1950.0,2017.0
261811,4.0,4.0,38.0,4.0,4.0,5.0,11/03/2020,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4156504.0,86.0,5.0,41  BROOKWELL DR ,4.0,,6,4.0,1966.0,2017.0
261812,,6.0,200.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4152737.0,66.0,,2950  LAWRENCE AVE E,,,21,,1960.0,2017.0
261813,,15.0,172.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4152755.0,67.0,,1360  DANFORTH RD ,,,21,,1963.0,2017.0
261814,,13.0,144.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4152760.0,63.0,,1385  MIDLAND AVE ,,,21,,1950.0,2017.0
261815,4.0,3.0,18.0,,4.0,4.0,12/09/2020,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,4.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153158.0,80.0,4.0,1  HAVELOCK ST ,4.0,,9,4.0,1905.0,2017.0
261816,,3.0,26.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153165.0,60.0,,1019  BLOOR ST W,,,9,,1928.0,2017.0
261817,,4.0,32.0,,5.0,5.0,11/26/2020,4.0,4.0,3.0,4.0,,5.0,5.0,5.0,4.0,5.0,14,,,PRIVATE,Evaluation needs to be conducted in 3 years,4153171.0,90.0,5.0,456  PALMERSTON BLVD ,5.0,,11,4.0,1904.0,2017.0
261818,,3.0,24.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153178.0,68.0,,334  BLOOR ST W,,,11,,1919.0,2017.0
261819,5.0,4.0,21.0,,5.0,5.0,11/17/2020,5.0,4.0,4.0,4.0,,2.0,5.0,4.0,5.0,3.0,16,,,PRIVATE,Evaluation needs to be conducted in 3 years,4153630.0,88.0,5.0,245-247  LOGAN AVE ,5.0,4.0,14,5.0,1927.0,2017.0
261820,3.0,5.0,29.0,4.0,3.0,4.0,01/02/2018,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,18,,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153644.0,76.0,4.0,1119  GERRARD ST E,2.0,,14,4.0,1996.0,2017.0
261821,3.0,7.0,109.0,4.0,4.0,3.0,10/30/2019,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,19,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154174.0,72.0,4.0,18  THORNCLIFFE PARK DR ,3.0,,15,4.0,1985.0,2017.0
261822,,4.0,19.0,,3.0,5.0,12/17/2020,3.0,4.0,5.0,4.0,,5.0,4.0,5.0,5.0,4.0,16,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154181.0,88.0,5.0,1295  BAYVIEW AVE ,5.0,5.0,15,3.0,1953.0,2018.0
261823,,3.0,14.0,,3.0,5.0,12/17/2020,3.0,4.0,4.0,4.0,,3.0,3.0,5.0,5.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154185.0,80.0,5.0,715  MILLWOOD RD ,5.0,5.0,15,3.0,1950.0,2017.0
